poem,theme
"Little poem, you are too young to remember the smoking gun, the con man on TV who looked like a supervillain, or the hominid skeleton dug up in Africa and given the name of your childhood dog. You never heard a word about the IRA bombings, nor did terrorize your sleep. Having",Death
"  – Wallace Stevens  It’s only when the stars are lined above a burning cathedral, charnel house  or theater, when the air is filled with riffling ashes that hallow a space where tragedy  & comedy are indistinguishable that theseIT'S A BRAND NEW DAY, the greasy spoon’s sign has recited each day for the last ten years.  Eighteen-wheelers haul their hundred hands of empty space  New roads take on the shape of the old the way rivers tongue the",Death
"When we first met, my heart pounded. They said the shock of it was probably what broke his heart. In search of peace, we traveled once to Finland, tasted reindeer heart. It seemed so heartless, how you wanted it to end. I noticed on the nurse who took his pulse a heart tattooed above her collarbone. The kids played hearts all night to pass the time. You said that at its heart rejection was impossible to understand. “We send our heartfelt sympathy,” was written in the card your mother sent, in flowing script. I tried interpreting his EKG, which looked like knife wounds to the heart. I knew enough to guess he wouldn’t last much longer. As if we’d learned our lines by heart, you said, “I can’t explain.” “Please don’t,” was my reply. They say the heart is just a muscle. Or the heart is where the human soul resides. I saw myself in you; you looked so much like him. You didn’t have the heart to say you didn’t want me anymore. I still can see that plastic statue: Jesus Christ, his sacred heart aflame, held out in his own hands. He finally let go. How grief this great is borne, not felt. Borne in the heart.    Admitted to the hospital again. The second bout of pneumocystis back In January almost killed him; then, He'd sworn to us he'd die at home. He baked Us cookies, which the student wouldn't eat, Before he left--the kitchen on 5A Is small, but serviceable and neat. He told me stories: Richard Gere wasA golden age of love songs and we still can't get it right. Does your kiss really taste like butter cream? To me, the moon's bright face was neither like a pizza pie nor full; the Beguine began, but my eyelid twitched. ""No more I love you's,"" someone else assured us, pouring out her heart, in love (of course)—While jogging on the treadmill at the gym, that exercise in getting nowhere fast, I realized we need a health pandemic. Obesity writ large no more, Alzheimer's forgotten, we could live carefree again. We'd chant the painted shaman's sweaty oaths, We'd kiss the awful relics of the saints, we'd sip the bitter tea",Death
"It is night, in my study. The deepest solitude; I hear the steady shudder in my breast —for it feels all alone, and blanched by my mind— and I hear my blood with even murmur fill up the silence. You might say the thin stream falls in the waterclock and fills the bottom. Here, in the night,My life closed twice before its close—  It yet remains to see  If Immortality unveil  A third event to me   So huge, so hopeless to conceive  As these that twice befell.  Parting is all we know of heaven,  And all we need of hell.Away from leaf touch, from twig. Away from the markings and evidence of others. Beyond the shale night filling with rain. Beyond the sleepy origin of sadness. Back, back into the ingrown room. The place where everything loved is placed, assembled for memory. The delicate hold and tender",Death
"Ten planes exhaled contrails, painting someone’s property lines across a sky we thought was ours.  The sun surfaced, and a checkerboard shadow carved the city into hundredths before the lattice loosened and masked itself as clouds.  Now we walk divided, with memory imposed upon the moment, rays wandering a graph",Death
"The Blue Dress—died on August 6, 2015, along with the little blue flowers,  all silent. Once the petals looked up.  Now small pieces of dust. I wonder  whether they burned the dress or just  the body? I wonder who lifted her up  into the fire? I wonder if her hair  brushed his cheek before it grew into a  bonfire? I wonder what sound the body  made as it burned? They dyed her hair  for the funeral, too black. She looked  like a comic character. I waited for the  next comic panel, to see the speech  bubble and what she might say. But her  words never came and we were left  with the stillness of blown glass. The  irreversibility of rain. And millions of  little blue flowers. Imagination is having  to live in a dead person’s future. Grief is  wearing a dead person’s dress forever.Gone, I say and walk from church, refusing the stiff procession to the grave, letting the dead ride alone in the hearse. It is June. I am tired of being",Death
"      My black face fades, hiding inside black smoke.  I knew they'd use it, dammit: tear gas.  I'm grown. I'm fresh.  Their clouded assumption eyes me like a runaway, guilty as night, chasing morning. I run this way—the street lets me go.  I turn that way—I'm inside  the back of a police van again, depending on my attitude to be the difference.  I run down the signs  half-expecting to find my name protesting in ink. I touch the name Freddie Gray; I see the beat cop's worn eyes.  Names stretch across the people’s banner but when they walk away  the names fall from our lips.  Paparazzi flash. Call it riot.  The ground. A body on the ground.  A white cop’s image hovers over us, then his blank gaze  looks through mine. I’m a broken window.  He’s raised his right arm  a gun in his hand. In the black smoke  a drone tracking targets:  No, a crow gasping for air.  My black face fades, hiding inside the black granite. I said I wouldn't, dammit: No tears.  I'm stone. I'm flesh. My clouded reflection eyes me like a bird of prey, the profile of night slanted against morning. I turn this way—the stone lets me go. I turn that way—I'm inside the Vietnam",Death
"S for salt, for  spoiling crops. S  for worse or no choice other  than exodus or  a territorial discourse. S for stretched out in a morgue, plastic  bags like garbage  you discard. S  for stinking hog,  onions, frenetic  maggots laying  their baggage. S  for still you're flesh,  meat butchered, bootlegged in theWhen I read of poets & their lives,  son of a milkman & seamstress, raised in a whistle-stop town or village, a child  who spent his after-school hours deep in the pages of a library book, I want to go  back to my childhood, back to the war, rescue that boy under the bed, listening  to what bullets",Death
"   —The Be Good Tanyas  Forgive me my deafness now for your name on others’ lips: each mouth gathers then opens & I search for the wave  the fluke of their tongues should make with the blow of your name in that mild darkness I recognize but cannot  explain as the same oblivious blue of  & hearing the highway loud & clear. My hands are bloated  with the name signs of my kin who have waited for water to reach their ears. Or oil; grease from a fox with the gall  of a hare, bear fat melted in hot piss, peach kernels fried in hog lard & tucked along the cavum for a cure; a sharp stick  even, a jagged rock; anything to wedge down deep to the drum inside that kept them walking away from wives—old  or otherwise—& the tales they tell about our being too broken for their bearing, & yet they bear on. Down. Forgive me  my deafness for my own sound, how I mistook it for a wound you could heal. Forgive me the places your wasted words  could have saved us from going had I heard you with my hands.   How could I have known sounds like, even with the lights on. You let me say . So what    & I think only of your name. I thought it was  after , but memory proves nothing save my certainty—   or in thought or blowing smoke, & all three make a similar sound: On the third day, I wrote to you about the sky, its elastic way of stretching so ocean-wide that the only way to name it was to compare it to Montana’s. Lately, the sky is a ceiling I wake to: broad & blank & stubborn, stiff at the edges like a fever cloth wrung out & gone cold in the night, damp with",Death
"   Mark came into the room and said,   but Mark couldn’t decide what kind of face he had, or else I couldn’t in the dream remember or maybe it was that the dream  couldn’t remember. And in the second part of the dream Mark came into the room smiling and laughing, and after a while he left the room  and Alan said, . And when Mark didn’t come back for a while, I went looking for him,  and though I knew where he was, I couldn’t find him. And in the third part of the dream, Mark came back into the room and said, — but he never did say what kind of face he had.  And in the fourth part of the dream, Mark came back into the room and said,   And in the fifth part of the dream— but there was no fifth part of the dream— only Alan, me, horse, dog, and Mark  coming and going, coming and going in the room. 1  Once I cleared the chopper’s  the airstrip opened up into a treeless drift of sand where I heard a distant hammer tap against the wind  and smelled scorched concrete wafting from shellholes in the runway. Then, we were speeding along in the back of an open truck,  its axles shuddering overHe said, ""It is terrible what happens.""            And ""So, Mr. Tom, do not forget me""—an old-fashioned ring, pop tunes, salsa! salsa! the techno-version of Beethoven's Fifth, Fairouz singing how love has arrived, that's what he heard after they dropped the bombs, his ambulance crawling through smoke while   Down the side of a yellow plastic soap dish, struggling in soap muck, one of those tiny black ants that can find a crack in the invisible flees from the AK of my shadow, and looks about to spring into the unparted Red Sea of scum and froth that slimes its feelers as",Death
"Behind disinfected curtains,  beyond touch of sunrise devouring the terrible gold   of leaves, a man could be his own eternal night. City  flattened to rubble, his  surviving height a black flight  of notes: the chip-toothed blade and oldest anesthetic.   Escaped convict, he climbs wild-eyed, one hand out—  running its twin on the rails  of a broken Steinway. Who  has not been found guilty of a carrion cry—the dream   of a feathered departure one has not earned, then fall  back down teeming fault lines  of the flesh? Memory recedes  into nocturne, a kingdom born of spruce and fading light—   he reaches in the end what he had to begin with: fingertips  on corrupted tissue, cathedral  of octaves in his thinning  breath, tears like small stubborn gods refusing to fall. That a potholed street in the middling borough of Collingswood, New Jersey, bears the name Atlantic, after an all-consuming body of water.   That all-consuming is Atlas’ curse to bear the heavens on his shoulders.   That after the fall of the gods, half of the heavens is darkness.   That inside the car speeding",Death
"The holly! the holly! oh, twine it with bay—  Come give the holly a song; For it helps to drive stern winter away,  With his garment so sombre and long. It peeps through the trees with its berries of red,  And its leaves of burnish’d green, When the flowers and fruits have long been dead,  And not even",Death
"Much have I spoken of the faded leaf;  Long have I listened to the wailing wind, And watched it ploughing through the heavy clouds,  For autumn charms my melancholy mind.   When autumn comes, the poets sing a dirge:  The year must perish; all the flowers are dead; The sheaves are gathered; and the",Death
if the body is just a parable  about the body if breath  is a leash to hold the mind  then staying alive should be  easier than it is most sick  things become dead things  at twenty-four my liver was already covered in fatty rot my mother filled a tiny coffin with picture frames  I spent the year drinking  from,Death
"if the body is just a parable  about the body if breath  is a leash to hold the mind  then staying alive should be  easier than it is most sick  things become dead things  at twenty-four my liver was already covered in fatty rot my mother filled a tiny coffin with picture frames  I spent the year drinking  from test tubes weeping wherever I went somehow it happened wellness crept  into me like a roach nibbling  through an eardrum for  a time the half minutes  of fire in my brainstem  made me want to pull out  my spine but even those have become bearable so  how shall I live now in the unexpected present I spent so long in a lover’s quarrel with my flesh the peace seems over- cautious too-polite I say  or   and it does we speak to each other in this code where every word means I sit under  a poplar tree with a thermos  of chamomile feeling  useless as an oath against  dying I put a sugar cube  on my tongue and  swallow it like a pill Throw scissors at it.  Fill it with straw  and set it on fire, or set it  off for the colonies with only  some books and dinner- plates and a stuffed bear  named Friend Bear for me  to lose in New Jersey.  Did I say ? Things  have been getting less and less hypothetical  since I unhitched myself  fromOrchids are sprouting from the floorboards.  Orchids are gushing out from the faucets.  The cat mews orchids from his mouth.  His whiskers are also orchids. The grass is sprouting orchids.  It is becoming mostly orchids.  The trees are filled with orchids.  The tire swing is twirling with orchids.  The sunlight",Death
"Grandma wondered as I cut her hair if I would mourn her when she died.   On the television, a discordant chorus of weeping girls crowded around a white,  maternal sheet.  She doesn’t believe in the afterlife, only the proper rites.  Mother thinks we will be born again. She does not wish to linger in ceremonies, the grave.  She says that we will meet again.   But Yama, receiving souls of the dead in his judgment hall, says we must forget our past lives.   He measures out  the punishment that is our due: twenty, forty, maybe a hundred years  of weeping is needed before we can be  colorless and new.  Grandma emerges from the shower. By now the girls have quieted. A man  is selling scissors.   I dry her with the towel. First her hair, dove grey with strands of white. Her neck, her shoulders and their brown diabetic patches. Her spine, its milky yellow curve and, at the base, one faded purple mole.   She lifts one breast and then the other for me to dry. They have stretched over the years to her stomach, the skin thinner  than rice paper.  The long veins in each breast  are blue,  a surfacing blue  so clear it will take more  than a hundred years to forget.  that I was born here in a small red house  on the Connecticut River.   In the winter, we’d walk  by its strip of Listerine  blue ice,  knowing spring would turn our prints  to water,  and water  to New England clay.   No. I am not American.  For you, I am  from no country  but the East,  my body fragrant as star",Death
"Suddenly, there's nothing to do and too much— the lawn, paths, woods were never so green white blossoms of every size and shape—hydrangea, Chinese dogwood, mock orange spill their glistening—  Inside, your photographs and books stand guard in orderly array. Your half of the bed is smooth, the pillows plump, the phone just out of reach beyond it.  No one calls early—they remember your late hours. The shades are down, so sunlight's held at bay though not the fabulous winged song of summer birds waking me as ever, always in our favorite room, our season. Yesterday's mail on the desk newspaper, unread. Plans for the day hover bright out all our doors—  Don't think of evening.",Death
"Somewhere in Nicaragua or Guatemala, it doesn’t matter, his wings ache from so much wax, so much discord  in his father’s voice, how once  he fled the wards of the state through air & sky; so simple and so exact he fell from the clouds, yet no one cared; not the hospitals, not the impoverished nor the imprisoned. For years, his body entrapped in confinement branching the dreadful  diagrams of his nerves. And yet he has begun a new life, one of labor, of wife & child,  his house asleep by the shore, a few cattle battering the fattening ground. But something has begun to crack, that dizzy spell of mist, that depth sweeping over him, blaring in the dark that thick rough side of the sea.  This time he set up his gear  because he had to, because he had  no choice but to curse the coming waters. This time he swooped so low he could finger the waves, dropped so low the foam soaked his hull of feathers.  It's just as well, he banished  it all to the barn. The plowing goes on, but today in Central America, it does matter,  another boy fell from the sky, chicken fluff & all,  body tangled, indeed body tangled. And there was no one around. The photograph leads you to coarse lines  crooked along weathered grains  of a wooden tablet, probably painted  by a carpenter or wood cutter;  loops around the bowl whitewashed – the color of clarity. Anacleta,    Amílcar, Macario. Characters branded  for a monument of wood & rock. The morning the deer",Death
"There's just no accounting for happiness, or the way it turns up like a prodigal who comes back to the dust at your feet having squandered a fortune far away.  And how can you not forgive? You make a feast in honor of what was lost, and take from its place the finest garment, which you saved for an occasion youOn a windy summer day the well-dressed trustees occupy the first row under the yellow and white striped canopy. Their drive for capital is over, and for a while this refuge is secure.  Thin after your second surgery, you wear the gray summer suit we bought eight  years ago for momentous occasions in warm weatherHer sickness brought me to Connecticut. Mornings I walk the dog: that part of life is intact. Who's painted, who's insulated or put siding on, who's burned the lawn with lime—that's the news on Ardmore Street.  The leaves of the neighbor's respectable rhododendrons curl under in the cold. He has backed the car",Death
"I went to turn the grass once after one Who mowed it in the dew before the sun.  The dew was gone that made his blade so keen Before I came to view the levelled scene.  I looked for him behind an isle of trees; I listened for his whetstone on the breeze.  But he had gone his way, the grass all mown, And I must be",Death
"Listen, children: Your father is dead. From his old coats I'll make you little jackets; I'll make you little trousers From his old pants. There'll be in his pockets Things he used to put there, Keys and pennies Covered with tobacco; Dan shall have the pennies To save in his bank; Anne shall",Death
"So that each is its own, now—each has fallen, blond stillness. Closer, above them, the damselflies pass as they would over water,  if the fruit were water, or as bees would, if they weren't somewhere else, had the fruit found already a point more steep in rot, as soon it must, if none shallJohnny, the kitchen sink has been clogged for days, some utensil probably fell down there. And the Drano won't work but smells dangerous, and the crusty dishes have piled up   waiting for the plumber I still haven't called. This is the everyday we spoke of. It's winter again: the sky's a deep",Death
"I have no answer to the blank inequity of a four-year-old dying of cancer. I saw her on TV and wept with my mouth full of meatloaf.  I constantly flash on disasters now; red lights shout  everywhere I look. I buckle him in, but what if a car with a grille like a   Consider the hands that write this letter. The left palm pressed flat against the paper, as it has done before, over my heart, in peace or reverence to the sea or some beautiful thing I saw once, felt once: snow falling like rice flung from the giants'",Death
" 1  The world's a world of trouble, your mother must  have told you  that. Poison leaks into the basements  and tedium into the schools. The oak  is going the way  of the elm in the upper Midwest—my cousin  earns a living by taking the dead ones",Death
"If only each line of a poem could be its true beginning. If only each moment could know every other moment and we could hold them all at once the way we wish to, the way we keep imagining we can. I don’t care what anyone says about the impossibility, for I step into the same moment again and again.  , a dying friend told me as I leaned in close and caressed her face. I am writing this line, this poem’s true beginning, six years later, touching her radiant face again. Every moment is the time I followed a yellow leaf downstream when I was nine. , Hamlet asked, and two centuries later, Issa’s poems were born. And yet, and yet the cancer still arrives to steal her breath, the same breath blessing all her time. Just now a purple bird flew up and startled me, and I said, , and raised my hands. —I say her words out loud some days, holding them all at once, and follow a yellow leaf through overhanging limbs and enter my grandfather’s quiet steps along a ridge a century ago when he was young. He is being and not being, in and out of shadows, arriving wherever the next step takes him, and . When rain begins, he just keeps walking, drenched and smiling, emerging decades later, holy. Sometimes an echo hints from half a life ago. A driveway puddle trembles at the foster home I lived in when I was three. , the father asked when I showed up, adult, from two towns over. , John wrote, for each word starts anew, each word startling the sky, the cells, the breath. Each word, each line, is an echo, an arrival, a blessed breath, being and not being. I don’t care about the impossibility of anything. The dawn keeps breaking for which I am awake. The prologue is the epilogue, the epilogue a leaf holding everything at once. I keep arriving where I am, born and blessed again. I lean in close to radiance: .I’m afraid I can’t go anywhere without stacks of books, boxes in the trunk, a book bag over my shoulder—wherever I sit, more within reach, just to sample a stanza, line, or word, someone’s invocation to the color blue, another’s wandering of fields and grief; and some have died I can’t bear losing; in the",Death
"The widower in silk pajamas slides his hand along a glossy blue sleeve,  thinking,   He’s all ripples when he moves, all waves breaking against flesh.  He read in the paper the human body is 80 percent water. He is almost  a brook when he wanders around the yard, practically a river  flowing upstream when climbing stairs, the distant past of Pacific salmon  leaping over his shoulders. He naps for hours on a king-size, the mattress  dimpled where two bodies slept together for decades. Dreaming,  he is the relative of that lake where he tipped the urn overboard.  What was left of her the water dissolved, becoming the water  and the lulling blue sounds it made while he paddled back to land.The donkey. The donkey pulling the cart. The caravan of dust. The cart made of plywood, of crossbeam and junkyard tires. The donkey made of donkey. The long face. The long ears. The curled lashes. The obsidian eyes blinking in the dust. The cart rolling, cracking the knuckles of pebbles. The dust. The blanketUnder the linden, a weatherworn bench. Eleven wooden slats in all  to build a simple thing for sitting. The one still generating green,  shawled in August sunlight, hovers over the one chainsawed  and hauled to the lumberyard. Each time it was split, sawdust leapt.  The bench was built. Years passed and now aMy condolences to the man dressed for a funeral, sitting bored on a gray folding chair, the zero  of his mouth widening in a yawn. No doubt he's pictured himself inside a painting or two around his station,  stealing a plump green grape from the cluster hanging above the corkscrew locks of Dionysus,  or shooting",Death
"The words we use to instill a sense of the ineffable Carry us on a journey that’s mysterious As if your car makes a sudden left turn and accelerates A child in the road leaps into her mother’s embrace A deer becomes a child and you hit the brakes The panjandrum in the driver’s seat this befuddled guy At the wheel of a eighteen-wheeler hurtling down the road.  Language. He sat at the table, head in hands after work A long day reminiscent of the day before and before His child on the other side of the table watching him A man given to gaucherie but driven by ambitions A hard worker a laborer who came home at night Greased in paint and sweat, soul tired and hungry. He washed his arms and face and body with kerosene Stripped to his underwear, rinsed off with a garden hose. The boy watches him this brawny bare-chested man Who looks up sees the child and asks “What the fuck do you want?” Says “Get out of here before I beat your ass.”  At night in Brooklyn the moon rises above two-family houses. The boy stretches out on the roof and looks down to the street. One evening a young woman a girl appears on a nearby rooftop. She’s barefoot in a white slip with long dark hair to her breasts. In moonlight the slip is lucent and she hovers as an apparition Her feet on the gutter, a gargoyle at her toes before she jumps.  Or falls. In the boy’s memory she’s there and then she isn’t. For the rest of his life he carries this moment with him. When his father is dying from cancer (warning: don’t wash With kerosene) he places a hand on his chest to comfort him. His father looks to the ceiling and says “Jesus, Joseph, and Mary! They’re coming for me!” before he takes a growling last breath.  The boy is an old man now and dreams this night of his own death. He might prink all day getting ready for nothing or everything. The girl on the rooftop his father at the table the moon and dying All there on his tongue in every word he’s ever spoken or put down On paper or swallowed out of fear or fury. Each syllable a gesture To the dark to the moonlight to that girl on the rooftop to his father To the city to the angels coming for us all to the silence in between.We were crossing a wide beach toward a blacktop parking lot. I forget now who I was with or where we were going the year The details of that particular beach vacation that summer break. Morning not long after sunrise the day already hot.  In the parking lot six women wrestled a package of sorts Emerged from the",Death
We were crossing a wide beach toward a blacktop parking lot. I forget now who I was with or where we were going the year The details of that particular beach vacation that summer break. Morning not long after sunrise the day already hot.  In the parking lot six women wrestled a package of sorts Emerged from the side door of an SUV onto the beach carrying A small weight in a blanket like a sling or a makeshift stretcher. Six women one at each corner of the blanket two at the middle.  I couldn’t see what was in the blanket when they passed. No one looked at us their expressions solemn touched by grief. They stopped at the water’s edge and a skeletal head rose up  Out of the blanket to look over the ocean as legs like sea straw Fell gently to the gentle surf which washed over them. To see the ocean one last time surrounded by friends. August the Georgia coast sand dunes trees permanently twisted Their crowns like long hair in a brisk endless wind blown back.  How many mornings have I walked barefoot along the beach? Not enough. Never enough. Summer and heat and the ocean. Dolphins threading waves terns pelicans gulls squawking  The salt smell of ocean and the shore stretching for miles All the way back to the beginning and before as if the blue Pool swelling out to the horizon licking wet at our feet is one Body and the waves repeat a heartbeat that won’t cease  Unlike our own which will. Dying woman at the water’s edge Carried by friends to be close one more time to the ocean To sand under bare feet to the seashore on a summer morning.The words we use to instill a sense of the ineffable Carry us on a journey that’s mysterious As if your car makes a sudden left turn and accelerates A child in the road leaps into her mother’s embrace A deer becomes a child and you hit the brakes The panjandrum in the driver’s seat this befuddled guy At the,Death
"A lily in a twilight place? A moonflow'r in the lonely night?— Strange beauty of a woman's face  Of wildflow'r-white!  The rain that hangs a star's green ray Slim on a leaf-point's restlessness, Is not so glimmering green and gray  As was her dress.  I drew her dark hair from her eyes, And in their deepsShe is neither pink nor pale,     And she never will be all mine; She learned her hands in a fairy-tale,     And her mouth on a valentine.  She has more hair than she needs;     In the sun 'tis a woe to me! And her voice is a string of colored beads,     Or steps leading into the sea.  SheTwo things I did on Hallows Night:—  Made my house April-clear;  Left open wide my door  To the ghosts of the year.  Then one came in. Across the room  It stood up long and fair—  The ghost that was myself—  And gave me stare for stare.",Death
"In your extended absence, you permit me  use of earth, anticipating some return on investment. I must report  failure in my assignment, principally  regarding the tomato plants. I think I should not be encouraged to grow  tomatoes. Or, if I am, you should withhold  the heavy rains, the coldAccording to Brueghel when Icarus fell it was spring  a farmer was ploughing his field the whole pageantry  of the year was awake tingling near  the edge of the sea concerned  with itself  sweating in the sun that melted the wings' wax  unsignificantly off the coast there was  a splash quiteWe cannot know his legendary head with eyes like ripening fruit. And yet his torso is still suffused with brilliance from inside, like a lamp, in which his gaze, now turned to low,  gleams in all its power. Otherwise the curved breast could not dazzle you so, nor could  a smile run through the",Death
"This morning a hawk plunges straight for the squirrel at my feeder and leaves only its signature: blood on the snow.  All morning it circled the yard, then dove, stunning itself on the glass sky of my window,  and in minutes returned, braving the thin, perilous channel between hedgerow and house. I was watching its path as it fell, its persistence,  and the squirrel, how it dashed for the downspout, finding itself motionless under the heat of the hawk’s body,  the claws in its rib cage, the sudden tearing of wind as it rose over the fence, the feeder,  the tops of maples and houses. All morning it stays with me, not the squirrel’s terror, the hawk’s accuracy, but only  how it must feel to be lifted out of your life, astonished at the yard growing smaller, the earth with its snow-covered fields tilting, and what must be your shadow flying across it, farther and farther below.How different things must have looked to my mother than they did to me. There I am in the black-and-white photo the summer the baby died. I’m seven, trying out my pogo stick with the two new girls next door. We’re laughing, and I’m shouting something to my brother, who wants his turn. And there’s Dad, standing Since the phlox are dying and the daisies with their bright bodies have shattered in the wind,  I go out among these last dancers, cutting to the ground the withered asters, the spent stalks of the lilies, the black rose,  and see them as they were in spring, the time of eagerness and blossoms, knowing how theyUnder the green domes of maples light spangles the abundant slabs of moss. Grass won’t grow here, but something else has taken over. When I went into the drugstore yesterday the clerk who moved away had been replaced  by a girl who looked so much like her I thought for a moment she’d come back to town with her",Death
" Remember how we took those separate flights imagining the worst: our plane gone down, our children young, alone? I’d leave an hour before you, wait to meet you at your gate, or you’d go first, arrive and rent a car, then meet me at the exit. In between, blue emptiness, our lives suspended where clouds stacked themselves between us: you on earth and I already gone. Or else I’d stand on solid ground and watch you disappear— my heart, my shining bird—a streak of light, a flash of wing, then nothing. Only one of us, one at a time. And whether I turned back to the concourse or pulled down the shade over the brilliant window, belted in above the tilting tarmac, I rehearsed this hour, ever nearer, when the planet would hold one or the other, and you’d watch— or I—the earth receding, or look up into the arc of absence, blinding space.This morning a hawk plunges straight for the squirrel at my feeder and leaves only its signature: blood on the snow.  All morning it circled the yard, then dove, stunning itself on the glass sky of my window,  and in minutes returned, braving the thin, perilous channel between hedgerow and house. I was watching Since the phlox are dying and the daisies with their bright bodies have shattered in the wind,  I go out among these last dancers, cutting to the ground the withered asters, the spent stalks of the lilies, the black rose,  and see them as they were in spring, the time of eagerness and blossoms, knowing how theyHow different things must have looked to my mother than they did to me. There I am in the black-and-white photo the summer the baby died. I’m seven, trying out my pogo stick with the two new girls next door. We’re laughing, and I’m shouting something to my brother, who wants his turn. And there’s Dad, standing",Death
" Since the phlox are dying and the daisies with their bright bodies have shattered in the wind,  I go out among these last dancers, cutting to the ground the withered asters, the spent stalks of the lilies, the black rose,  and see them as they were in spring, the time of eagerness and blossoms, knowing how they will all sleep and return;  and sweep the dry leaves over them and see the cold earth take them back as now I know it is taking me  who have walked so long among them, so amazed, so dazzled by their brightness I forgot their distance, how of all  the chosen, all the fallen in the garden I was different: I alone could not come again to the world.How different things must have looked to my mother than they did to me. There I am in the black-and-white photo the summer the baby died. I’m seven, trying out my pogo stick with the two new girls next door. We’re laughing, and I’m shouting something to my brother, who wants his turn. And there’s Dad, standingAfter last night’s rain the woods smell sensual—a mixture of leaves and musk. The morels have disappeared, and soon I’ll come across those yellow chanterelles, the kind they sell in town at the farmers’ market. Once I saw the Swedish woman who raises her own food foraging for them, two blond boys quarreling nearUnder the green domes of maples light spangles the abundant slabs of moss. Grass won’t grow here, but something else has taken over. When I went into the drugstore yesterday the clerk who moved away had been replaced  by a girl who looked so much like her I thought for a moment she’d come back to town with her",Death
"Listen, children: Your father is dead. From his old coats I'll make you little jackets; I'll make you little trousers From his old pants. There'll be in his pockets Things he used to put there, Keys and pennies Covered with tobacco; Dan shall have the pennies To save in his bank; Anne shall have the keys To make a pretty noise with. Life must go on, And the dead be forgotten; Life must go on, Though good men die; Anne, eat your breakfast; Dan, take your medicine; Life must go on; I forget just why.Love is not all: it is not meat nor drink Nor slumber nor a roof against the rain;  Nor yet a floating spar to men that sink  And rise and sink and rise and sink again;  Love can not fill the thickened lung with breath,  Nor clean the blood, nor set the fractured bone;  Yet many a man is making friends with deathTo what purpose, April, do you return again? Beauty is not enough. You can no longer quiet me with the redness Of little leaves opening stickily. I know what I know. The sun is hot on my neck as I observe The spikes of crocus. The smell of the earth is good. It is apparent that there is no death. But what does",Death
" It turns out however that I was deeply Mistaken about the end of the world  The body in flames will not be the body In flames but just a house fire ignored  The black sails of that solitary burning Boat rubbing along the legs of lovers  Flung into a Roman sky by a carouselFuss, fight, and cutting the huckley-buck—Dear Malindy,  Underground, must I always return to the country of the dead,   Chattering about sweetening bodies in their green whirring?  Do these letters predict my death—",Death
"A touch of cold in the Autumn night I walked abroad, And saw the ruddy moon lean over a hedge Like a red-faced farmer. I did not stop to speak, but nodded;  And round about were the wistful stars With white faces like town children.",Death
" MARCH  The Sun at noon to higher air, Unharnessing the silver Pair That late before his chariot swam, Rides on the gold wool of the Ram.  So braver notes the storm-cock sings To start the rusted wheel of things, And brutes in field and brutes in pen Leap that the world goes round again.  TheOn moonlit heath and lonesome bank  The sheep beside me graze; And yon the gallows used to clank  Fast by the four cross ways.  A careless shepherd once would keep  The flock by moonlight there, And high amongst the glimmering sheep  The dead man stood on air.  They hang us now in Shrewsbury jail REVEILLE  Wake: the silver dusk returning  Up the beach of darkness brims, And the ship of sunrise burning  Strands upon the eastern rims.  Wake: the vaulted shadow shatters,  Trampled to the floor it spanned, And the tent of night in tatters  Straws the sky-pavilioned land.  Up, lad,",Death
"The deer is still alive in the roadside grass. In an hour, we'll cut her open,  her left hip broken, the bone  in her dark body; now the white Camaro  shocked in the night and the boy  wet-faced in the back seat,  his parents at a loss  by the hood, too young  to have meant any of it: the giving  or taking. They are glad  for our headlights, glad for our rifle.   Her head still on, she hangs  outside our kitchen window  for the blood to drip, skin pulled down like a shirt.  I watch my husband undress her  with a knife. I wash the blue plates.  When I turn the water off, I can hear his blade unmoor muscle, sail  through her fascia.   We put her leg and buttock  on the wooden table, where we  will gather her between us  to eat all year. It is all I ever see: a thing, alive, slowly becoming my own body. “It is your very self” I tell him.  He has never seen me.   His quick coin of breath disappears on the glass as it forms: air  that feeds his bones their portion  willingly as it feeds mine. He spends his here,  besieged by the dull birds who gather   and whom he cannot touch, his own feathers  red as wrought  —Borges   1.  The peony, which was not open this morning, has opened, falling over its edges   like the circumference of God, still clasped  at theI cut a cantaloupe from its rind and hold it, scalped  and slipping. Inside it, there are seeds in folding rows,  dark in the concentric hollow, and I don’t know how  I will remove them,   and I don’t know how they keep one another,  in loose grasp, from falling,  or what they would touch if they fell.  Washing",Death
